titulo,ano_lancamento,generos,rating,num_avaliacoes,imagem,descricao,metadata
"Pais Brilhantes, Professores Fascinantes",2003,"['Papel dos pais (educac ʹa o)', 'Psicologia educacional', 'Adolescent psychology', 'Child development', 'Relac ʹo es pais-crianc ʹa (educac ʹa o)']",,0,https://covers.openlibrary.org/b/id/10057702-L.jpg,"Os pais e os professores lutam pelo mesmo sonho: tornar seus filhos e alunos felizes, saudáveis e sábios. Mas jamais estiveram tão perdidos na árdua tarefa de educar. Apresentarei aqui ferramentas para promover a formação de pensadores, educar a emoção, expandir os horizontes da inteligência e produzir qualidade de vida.","{'autor': 'Augusto Cury', 'isbn': '8575420852', 'editora': 'Sextante'}"
Nonlinear Dynamics New Directions,2015,['Dynamics'],,0,https://covers.openlibrary.org/b/id/9377983-L.jpg,,"{'autor': 'Hernán González-Aguilar', 'isbn': '9783319098661', 'editora': 'Springer'}"
Norman Foster,2011,"['Architects', 'Biography', 'Architects, biography', 'Great britain, biography', 'Modern Architecture']",,0,https://covers.openlibrary.org/b/id/12339543-L.jpg,,"{'autor': 'Deyan Sudjic', 'isbn': '9788475069395', 'editora': 'TURNER'}"
Introduction to hydrodynamic stability,2002,"['Hydrodynamics', 'Stability']",,0,https://covers.openlibrary.org/b/id/8665071-L.jpg,,"{'autor': 'P. G. Drazin', 'isbn': '9780521804271', 'editora': 'Cambridge University Press'}"
Desde os tempos da esquina,1992,"['Man-woman relationships', 'Fiction']",,0,,"o amor é universal cantado pelos poetas em todos os tempos. andré amado revigora este sentimento antigo e o transforma, com obstinada técnica artesanal, neste belo romance, onde a dissimulação e a sensualidade perpassam as vidas de gustavo e sophie, que sobretudocom a madrí esfuziante dos anos oitenta.desde os tempos de esquina é umpainel vivodas relações humanas, tratado de forma filosófica e social pala lente desse atento observador, que ainda nos brinda com sérias reflexões sobre a arte, a cultura e a política.","{'autor': 'André Amado', 'isbn': '8501038792', 'editora': 'Editora Record'}"
A Arte Da Guerra - Edicao De Bolso - Sun Tzu,2000,"['Open Library Staff Picks', 'Early works to 1800', 'Military art and science', 'great_books_of_the_western_world', 'Business']",,0,,"A arte da guerra, de Sun Tzu, escrito no século IV a. C., é um dos mais sábios e importantes tratados de estratégia militar. O texto aplica-se à competição e ao conflito geral, em todos os níveis. Sua meta é a invencibilidade, a vitória sem luta.","{'autor': '孙武', 'isbn': '8525410594', 'editora': 'L&PM EDITORES'}"
Absolute stability of nonlinear control systems,2008,"['Nonlinear control theory', 'Stability']",,0,https://covers.openlibrary.org/b/id/8613143-L.jpg,,"{'autor': 'Xiao-xin Liao', 'isbn': '9781402084812', 'editora': 'Springer Science'}"
Curso de direito constitucional tributário,2015,"['Taxation', 'Law and legislation', 'Taxing power']",,0,,,"{'autor': 'Roque Antonio Carrazza', 'isbn': '9788539202874', 'editora': 'Malheiros Editores'}"
Lectures on Nonlinear Evolution Equations,2015,"['Initial value problems', 'Nonlinear Evolution equations', 'Differential equations, nonlinear', 'Boundary value problems', 'Mathematics']",,0,https://covers.openlibrary.org/b/id/9547697-L.jpg,,"{'autor': 'Reinhard Racke', 'isbn': '9783319218724', 'editora': 'Birkhäuser'}"
Die 6. Geisel,2010,[],,0,,,"{'autor': 'James Patterson', 'isbn': '9783442372287', 'editora': 'Blanvalet Taschenbuchverl'}"
Teoria da Norma Tributária,2002,[],,0,,,"{'autor': 'Desconhecido', 'isbn': '9788586300295', 'editora': 'Max Limonad'}"
Nonlinear Inverse Problems in Imaging,2013,"['Cross-sectional imaging', 'Mathematics', 'Inverse problems (Differential equations)', 'Nonlinear theories', 'Image processing']",,0,https://covers.openlibrary.org/b/id/7853294-L.jpg,,"{'autor': 'Jin Keun', 'isbn': '9780470669426', 'editora': 'John Wiley and Sons Ltd'}"
A ARTE DA GUERRA,1995,[],,0,https://covers.openlibrary.org/b/id/13289297-L.jpg,"""A Arte da Guerra"", de Sun Tzu, escrito no século IV a. C., é um dos mais sábios e importantes tratados de estratégia militar. O texto aplica-se à competição e ao conflito geral, em todos os níveis. Sua meta é a invencibilidade, a vitória sem luta.","{'autor': 'James Clavell', 'isbn': '8501023450', 'editora': 'Record'}"
Private London - falsche Schuld,2015,"['Private investigators', 'Murder', 'Serial murders', 'Crimes against', 'Fiction']",,0,https://covers.openlibrary.org/b/id/13318223-L.jpg,,"{'autor': 'James Patterson', 'isbn': '3442481163', 'editora': 'Goldmann'}"
"Stability, instability, and chaos",1994,"['Bifurcation theory', 'Chaotic behavior in systems', 'Differential equations, Nonlinear', 'Nonlinear Differential equations']",,0,https://covers.openlibrary.org/b/id/338386-L.jpg,,"{'autor': 'Paul Glendinning', 'isbn': '9780521415538', 'editora': 'Cambridge University Press'}"
Echoes of the Haunting Entities,2025,"['Horror fiction', 'FICTION / Fantasy / Paranormal', 'English Horror tales', 'Ghosts -- Fiction', 'Spirits -- Fiction']",,0,https://covers.openlibrary.org/b/id/15137628-L.jpg,"Um certo Critilo, residente no Chile, escreve treze cartas ao amigo Doroteu, que vive na Espanha. Nelas, relata em verso a história de Fanfarrão Minésio, governador da capitania da então colonia espanhola, corrupto e cruel como ninguém. Para que Minésio sirva de anti-exemplo aos governadores portugueses no Brasil, um suposto incógnito resolve traduzir o texto, depois de obter o manuscrito de um cavalheiro que por aqui aportou, vindo da América espanhola. Simulando falar sobre outro lugar, o inconfidente Tomás Antônio Gonzaga, autor de Marilia de Dirceu, faz desta sátira uma voz da sociedade das Minas Gerais do final do século XVIII. Introdução, cronologia, notas e estabelecimento de texto de Joaci Pereira Furtado.","{'autor': 'Desconhecido', 'isbn': '9781234567897', 'editora': 'draft2digital'}"
Analysis and Control of Nonlinear Process Systems (Advanced Textbooks in Control and Signal Processing),2004,"['Nonlinear control theory', 'Process control', 'TECHNOLOGY & ENGINEERING', 'Image and Speech Processing Signal', 'Robotics']",,0,https://covers.openlibrary.org/b/id/900111-L.jpg,,"{'autor': 'K. M. Hangos', 'isbn': '9781852336004', 'editora': 'Springer'}"
QUEM SOMOS NOS,,[],,0,,"A teoria quântica ao alcance de todos. De que são feitos o pensamento e a realidade? E como um pensamento muda a natureza da realidade? Um livro surpreendente que conduz, através da ciência, para dentro de um universo que é mais vivo do que se pode imaginar: a fronteira final do conhecimento científico sobre a consciência, a percepção, a química do corpo e a estrutura cerebral. Uma obra sobre física quântica, espiritualidade e o significado da vida.","{'autor': 'PRESTIGIO', 'isbn': '9788577248056', 'editora': 'Desconhecida'}"
O mendigo e outros contos,2012,"['Erzählung', 'Portugiesisch']",,0,,"Estão reunidos neste volume alguns contos de Fernando Pessoa, uma parte apenas da vasta prosa ficcional que o autor nos deixou. Contos filosóficos, ou intelectuais como Pessoa chegou a chamar-lhes, contos paradoxais quando as situações que apresentam contrariam o senso comum, contos em jeito de fábula, com uma moralidade final e ainda outros. Todos eles parte integrante do universo pessoano. Há diálogos filosóficos com enigmáticos mestres que assumem diferentes rostos de conto para conto - o mendigo, o eremita, o bêbado - transmitindo as suas máximas a quem os encontra no caminho. Um caminho iniciático até uma diferente dimensão, percorrido pelo peregrino do conto com o mesmo nome, que segue a estrada até ao fim impelido pelas palavras de um homem de preto. Outro tipo de diálogo é aquele que se desenvolve entre o marinheiro e quem o encontra, de madrugada, no Cais das Colunas, local de onde se avista uma outra margem. Estas narrativas, até aqui inéditas ou pouco conhecidas, irão surpreender os leitores de Fernando Pessoa.","{'autor': 'Fernando Pessoa', 'isbn': '9789720793041', 'editora': 'Assírio & Alvim'}"
Dynamical Zeta Functions and Dynamical Determinants for Hyperbolic Maps,2018,"['Ergodic theory', 'Dynamics', 'Zeta Functions', 'Banach spaces', 'Hyperbolic Geometry']",,0,https://covers.openlibrary.org/b/id/10171314-L.jpg,,"{'autor': 'Viviane Baladi', 'isbn': '9783319776606', 'editora': 'Springer'}"
La segunda guerra mundial,2012,"['World War, 1939-1945', 'Sino-japanese war, 1937-1945', 'New York Times reviewed']",,0,https://covers.openlibrary.org/b/id/13685707-L.jpg,,"{'autor': 'Antony Beevor', 'isbn': '9788493986339', 'editora': 'Editorial Pasado y Presente'}"
Open,2010,"['Jugadores de tenis', 'Tennis players', 'Biography', 'Biografi a.', 'Biografía']",,0,https://covers.openlibrary.org/b/id/6458129-L.jpg,,"{'autor': 'Andre Agassi', 'isbn': '9780307388407', 'editora': 'Vintage'}"
Nonlinear Fokker-Planck equations,2005,"['Fokker-Planck equation', 'Nonlinear Differential equations', 'Stochastic differential equations', 'Differential equations, nonlinear', 'Fokker-planck equation']",,0,https://covers.openlibrary.org/b/id/2218483-L.jpg,,"{'autor': 'Till Daniel Frank', 'isbn': '9783540212645', 'editora': 'Springer'}"
Almanaque do Futebol,2006,[],,0,,"Como se fosse um estádio que abriga todas as torcidas, Almanaque do futebol reúne dados preciosos e curiosidades sobre o tema. O livro serve para entreter leitores, torcedores eventuais, ocupar as estantes dos mais aficionados por futebol, e funciona como guia de consulta para esclarecer dúvidas sobre fatos, conquistas, lendas e mitos do futebol. Apresenta personagens que fizeram e fazem história no futebol, detalhes e curiosidades de partidas, times, escudos de times e seleções, regras, táticas, expressões e gírias do dia-a-dia, gritos de torcida. Os autores tratam o tema de forma acessível, com narrativa próxima à crônica esportiva, aliando conteúdo informativo a fatos marcantes do futebol.","{'autor': 'Desconhecido', 'isbn': '8577340023', 'editora': 'Casa da Palavra'}"
Nonlinear Theory of Electroelastic and Magnetoelastic Interactions,2014,"['Piezoelectric materials', 'Magnetostriction', 'Elasticity', 'Nonlinear theories', 'Electromagnetic interactions']",,0,https://covers.openlibrary.org/b/id/9897766-L.jpg,,"{'autor': 'Luis Dorfmann', 'isbn': '9781461495956', 'editora': 'Springer'}"
As impublicáveis pérolas da propaganda agora publicadas,2007,[],,0,https://covers.openlibrary.org/b/id/14441879-L.jpg,"Desencannes é um site dirigido ao mercado publicitário que se propõe a apresentar campanhas publicitárias impublicáveis. Chamadas de pérolas, essas campanhas são resultado do processo de criação, em especial o brainstorm (uma técnica que usa a mente criativa para gerar idéias sem qualquer julgamento), de onde podem surgir peças que jamais seriam veiculadas de verdade. O Desencannes, que também é um Festival que reúne anualmente grandes nomes da propaganda, se tornou uma referência para criativos de agências e universitários de comunicação. E para comemorar seu sucesso, no seu segundo aniversário, seus idealizadores lançam o livro ""As Impublicáveis Pérolas da Propaganda. Agora Publicadas"". Em parceria com a Getty Images, que cedeu suas imagens para ilustração de algumas das campanhas selecionadas, o livro apresenta as 104 melhores peças e os 48 melhores slogans que compõem o portfolio do Desencannes. Um livro que mostra o livre exercício da criação publicitária sem julgamento. Campanhas sem compromisso com o resultado, com o socialmente aceitável, com policies das marcas ou adequação ao público-alvo.","{'autor': 'Eduardo Dencker', 'isbn': '9788588948419', 'editora': 'Panda Books'}"
Astro City,2002,[],,0,,"# Como seria o mundo se realmente existissem super-heróis fantásticos, voando pelos céus de nossas cidades e enfrentando sinistros vilões? Que influência esses superseres teriam sobre a política, a moda e todos os hábitos da sociedade? E, mais importante: esses super-heróis seriam ícones intocáveis e perfeitos ou, ao contrário, tão humanos quanto qualquer um de nós, com seus defeitos e fraquezas? As respostas estão em ASTRO CITY - VIDA NA CIDADE GRANDE, uma espetacular história em quadrinhos que é considerada uma das melhores obras já criadas nesta mídia em todos os tempos. Em sua páginas transitam heróis ressentidos por não terem a chance de levar uma vida normal; repórteres que presenciam fatos nos quais ninguém poderia acreditar; aventureiros que não se importam em ferir inocentes para conseguir um pouco de emoção e criminosos insignificantes tentando ""ganhar a vida"" numa cidade onde existe um combatente do crime a cada esquina.","{'autor': 'Desconhecido', 'isbn': '8588210428', 'editora': 'Pandora Books'}"
Robert and Arabella,1986,"['Fiction, general', 'Fiction']",,0,https://covers.openlibrary.org/b/id/6617964-L.jpg,,"{'autor': 'Kathleen Winsor', 'isbn': '9780517560785', 'editora': 'Harmony Books'}"
Nonlinear Partial Differential Equations And Hyperbolic Wave Phenomena 20082009 Research Program On Nonlinear Partial Differential Equations Centre For Advanced Study Of The Norwegian Academy Of Sciences And Letters Oslo Norway,2010,"['Nonlinear Differential equations', 'Congresses', 'Hyperbolic Differential equations', 'Partial Differential equations', 'Differential equations, nonlinear']",,0,https://covers.openlibrary.org/b/id/7756424-L.jpg,,"{'autor': 'Norske Videnskaps-Akademi', 'isbn': '9780821849767', 'editora': 'American Mathematical Society(RI)'}"
Freakonomics,2005,"['Economics', 'Economics -- Psychological aspects', 'Economics -- Sociological aspects', 'Finance', 'Nonfiction']",,0,https://covers.openlibrary.org/b/id/7352395-L.jpg,"Nesse fascinante best-seller (número 1 em todas as listas nos EUA), o economista Steven Levitt e o jornalista Stephen J. Dubner estudam a rotina e os enigmas da vida real ? da trapaça à criminalidade, dos esportes à criação dos filhos ? com conclusões que viram de cabeça para baixo o senso comum, geralmente usando dados aparentemente inofensivos e fazendo perguntas simples nunca feitas. Daí surge o novo campo de estudo apresentado neste livro: freakonomics. O que liga essas histórias é a crença de que o mundo moderno, aparentemente confuso, complicado e enganoso, não é impenetrável nem indecifrável. Na verdade, quando fazemos as perguntas certas, o mundo é ainda mais interessante do que supomos. É preciso, apenas, uma visão nova. Steven Levitt, por meio de um raciocínio incrivelmente inteligente e objetivo, mostra como é possível ver as coisas de maneira clara nessa barafunda. Os leitores vão tirar deste livro enigmas e histórias para entreter interlocutores em muitas e muitas festas, mas Freakonomics traz mais que isso: ele redefine a maneira como encaramos o mundo.","{'autor': 'Steven D. Levitt', 'isbn': '8535215042', 'editora': 'Campus'}"
